time,sensortype,gt_x,gt_y,gt_vx,gt_vy,est_x,est_y,est_vx,est_vy,rmse_x,rmse_y,rmse_vx,rmse_vy,nis
1477010465350000,RADAR,-20.075,8.856,4.529,2.239,-20.203,8.719,4.407,2.070,0.218,0.212,0.343,0.308,2.507
1477010465450000,RADAR,-19.619,9.072,4.609,2.092,-19.792,8.950,4.427,2.002,0.219,0.212,0.342,0.308,2.416
1477010465550000,RADAR,-19.154,9.274,4.683,1.947,-19.287,9.236,4.534,1.869,0.219,0.212,0.342,0.307,4.248
1477010465650000,RADAR,-18.683,9.462,4.749,1.804,-18.865,9.376,4.582,1.689,0.220,0.211,0.341,0.306,1.290
1477010465750000,RADAR,-18.205,9.635,4.810,1.665,-18.369,9.397,4.685,1.326,0.220,0.211,0.341,0.306,6.461
1477010465850000,RADAR,-17.721,9.795,4.864,1.530,-17.857,9.586,4.740,1.210,0.221,0.211,0.340,0.306,3.910
1477010465950000,RADAR,-17.233,9.941,4.912,1.398,-17.362,9.753,4.797,1.058,0.221,0.212,0.339,0.306,0.815
1477010466050000,RADAR,-16.740,10.074,4.955,1.271,-16.860,9.882,4.843,0.899,0.221,0.212,0.339,0.306,0.553
1477010466150000,RADAR,-16.242,10.195,4.993,1.149,-16.350,10.038,4.889,0.773,0.221,0.212,0.338,0.306,1.322
1477010466250000,RADAR,-15.742,10.304,5.027,1.032,-15.853,10.166,4.911,0.682,0.222,0.212,0.337,0.306,1.032
1477010466350000,RADAR,-15.238,10.402,5.056,0.920,-15.259,10.266,4.997,0.431,0.222,0.211,0.337,0.307,8.619
1477010466450000,RADAR,-14.731,10.488,5.081,0.813,-14.779,10.275,4.978,0.335,0.222,0.211,0.336,0.308,6.832
1477010466550000,RADAR,-14.222,10.564,5.103,0.713,-14.250,10.340,5.001,0.207,0.222,0.211,0.335,0.309,1.039
1477010466650000,RADAR,-13.711,10.631,5.122,0.618,-13.723,10.470,5.015,0.235,0.222,0.211,0.335,0.309,4.801
1477010466750000,RADAR,-13.198,10.688,5.137,0.530,-13.194,10.541,5.036,0.148,0.221,0.211,0.334,0.309,0.770
1477010466850000,RADAR,-12.684,10.737,5.151,0.448,-12.644,10.683,5.066,0.175,0.221,0.211,0.334,0.309,3.734
1477010466950000,RADAR,-12.168,10.778,5.162,0.373,-12.116,10.768,5.078,0.175,0.221,0.211,0.333,0.309,1.705
1477010467050000,RADAR,-11.652,10.812,5.171,0.305,-11.551,10.833,5.108,0.126,0.221,0.210,0.332,0.309,2.932
1477010467150000,RADAR,-11.134,10.839,5.178,0.243,-11.077,10.707,5.086,-0.229,0.220,0.210,0.332,0.309,6.459
1477010467250000,RADAR,-10.616,10.861,5.184,0.188,-10.573,10.706,5.080,-0.322,0.220,0.210,0.331,0.310,0.369
1477010467350000,RADAR,-10.098,10.877,5.189,0.140,-10.038,10.824,5.098,-0.177,0.220,0.209,0.330,0.310,8.473
1477010467450000,RADAR,-9.579,10.889,5.193,0.099,-9.598,10.764,5.056,-0.250,0.220,0.209,0.330,0.310,3.671
1477010467550000,RADAR,-9.059,10.897,5.196,0.065,-9.112,10.719,5.038,-0.298,0.220,0.209,0.329,0.310,2.107
1477010467650000,RADAR,-8.540,10.902,5.198,0.038,-8.646,10.628,5.006,-0.381,0.220,0.209,0.329,0.311,3.835
1477010467750000,RADAR,-8.020,10.905,5.199,0.018,-8.109,10.691,5.031,-0.312,0.220,0.209,0.328,0.311,3.382
1477010467850000,RADAR,-7.500,10.906,5.200,0.005,-7.567,10.705,5.050,-0.270,0.220,0.209,0.328,0.311,2.669
