time,sensortype,gt_x,gt_y,gt_vx,gt_vy,est_x,est_y,est_vx,est_vy,rmse_x,rmse_y,rmse_vx,rmse_vy,nis
1477010465900000,LASER,-17.478,9.869,4.889,1.463,-17.488,9.686,4.870,1.181,0.176,0.155,0.667,0.275,3.303
1477010466000000,LASER,-16.987,10.009,4.934,1.334,-16.998,9.894,4.894,1.183,0.176,0.155,0.665,0.275,4.442
1477010466100000,LASER,-16.491,10.136,4.975,1.209,-16.522,10.097,4.899,1.195,0.176,0.155,0.664,0.274,2.876
1477010466200000,LASER,-15.992,10.251,5.010,1.090,-16.026,10.200,4.938,1.033,0.176,0.155,0.663,0.273,0.039
1477010466300000,LASER,-15.490,10.354,5.042,0.975,-15.533,10.265,4.969,0.829,0.176,0.155,0.661,0.273,0.417
1477010466400000,LASER,-14.985,10.446,5.069,0.866,-15.024,10.377,4.998,0.740,0.176,0.155,0.660,0.272,0.940
1477010466500000,LASER,-14.477,10.528,5.092,0.762,-14.498,10.372,5.042,0.450,0.176,0.154,0.658,0.272,1.931
1477010466600000,LASER,-13.967,10.599,5.113,0.665,-13.979,10.567,5.061,0.581,0.176,0.154,0.657,0.272,10.214
1477010466700000,LASER,-13.455,10.661,5.130,0.574,-13.453,10.594,5.092,0.396,0.176,0.154,0.656,0.272,0.636
1477010466800000,LASER,-12.941,10.714,5.144,0.489,-12.955,10.747,5.087,0.484,0.176,0.154,0.654,0.271,4.478
1477010466900000,LASER,-12.426,10.759,5.157,0.410,-12.431,10.731,5.111,0.252,0.176,0.154,0.653,0.271,1.176
1477010467000000,LASER,-11.910,10.796,5.167,0.338,-11.929,10.845,5.108,0.304,0.176,0.153,0.652,0.270,2.782
1477010467100000,LASER,-11.393,10.827,5.175,0.273,-11.425,10.893,5.107,0.234,0.177,0.153,0.650,0.269,0.199
1477010467200000,LASER,-10.875,10.851,5.182,0.214,-10.864,10.835,5.150,-0.025,0.177,0.153,0.649,0.269,5.213
1477010467300000,LASER,-10.357,10.870,5.187,0.163,-10.360,10.842,5.141,-0.117,0.177,0.152,0.648,0.269,0.228
1477010467400000,LASER,-9.838,10.884,5.191,0.118,-9.846,10.912,5.144,-0.070,0.177,0.152,0.646,0.269,2.373
1477010467500000,LASER,-9.319,10.894,5.194,0.081,-9.329,10.943,5.146,-0.094,0.177,0.152,0.645,0.269,0.577
1477010467600000,LASER,-8.799,10.900,5.197,0.050,-8.811,10.973,5.149,-0.106,0.177,0.152,0.644,0.268,0.641
1477010467700000,LASER,-8.280,10.904,5.198,0.027,-8.346,10.863,5.097,-0.374,0.177,0.151,0.642,0.268,6.698
1477010467800000,LASER,-7.760,10.906,5.199,0.011,-7.788,10.878,5.136,-0.371,0.177,0.151,0.641,0.269,4.762
1477010467900000,LASER,-7.240,10.906,5.200,0.002,-7.258,10.830,5.142,-0.478,0.177,0.151,0.640,0.270,0.552
