time,sensortype,gt_x,gt_y,gt_vx,gt_vy,est_x,est_y,est_vx,est_vy,rmse_x,rmse_y,rmse_vx,rmse_vy,nis
11477010443950000,LASER,-4.206,0.719,-4.815,0.348,-4.200,0.607,-4.702,-0.272,0.082,0.110,2.841,0.892,4.613
11477010444000000,RADAR,-4.447,0.737,-4.815,0.383,-4.443,0.612,-4.717,-0.200,0.080,0.111,2.772,0.880,0.891
11477010444050000,LASER,-4.688,0.757,-4.814,0.419,-4.683,0.685,-4.715,0.120,0.079,0.109,2.708,0.862,2.543
11477010444100000,RADAR,-4.928,0.779,-4.814,0.457,-4.910,0.768,-4.685,0.435,0.077,0.107,2.649,0.843,5.934
11477010444150000,LASER,-5.169,0.803,-4.813,0.497,-5.165,0.766,-4.714,0.389,0.075,0.105,2.593,0.826,0.963
11477010444200000,RADAR,-5.409,0.829,-4.811,0.538,-5.425,0.741,-4.756,0.270,0.074,0.104,2.541,0.811,3.286
11477010444250000,LASER,-5.650,0.857,-4.809,0.581,-5.644,0.847,-4.706,0.594,0.072,0.102,2.492,0.795,3.062
11477010444300000,RADAR,-5.890,0.887,-4.807,0.625,-5.881,0.950,-4.662,0.862,0.071,0.101,2.445,0.781,5.084
11477010444350000,LASER,-6.130,0.919,-4.804,0.671,-6.084,0.966,-4.638,0.842,0.070,0.100,2.401,0.768,2.435
11477010444400000,RADAR,-6.370,0.954,-4.801,0.719,-6.323,1.000,-4.650,0.867,0.070,0.098,2.360,0.755,6.125
11477010444450000,LASER,-6.610,0.991,-4.797,0.768,-6.585,0.992,-4.690,0.775,0.069,0.097,2.320,0.743,2.250
11477010444500000,RADAR,-6.850,1.031,-4.792,0.819,-6.822,1.023,-4.693,0.793,0.068,0.095,2.283,0.730,1.608
11477010444550000,LASER,-7.089,1.073,-4.786,0.871,-7.059,1.112,-4.668,0.959,0.067,0.094,2.247,0.719,1.035
11477010444600000,RADAR,-7.328,1.118,-4.780,0.924,-7.309,1.110,-4.695,0.879,0.066,0.092,2.213,0.708,2.617
11477010444650000,LASER,-7.567,1.166,-4.773,0.980,-7.546,1.153,-4.689,0.917,0.065,0.091,2.180,0.698,0.016
11477010444700000,RADAR,-7.805,1.216,-4.765,1.036,-7.766,1.196,-4.673,0.953,0.064,0.090,2.148,0.688,3.280
11477010444750000,LASER,-8.043,1.269,-4.756,1.094,-8.001,1.226,-4.673,0.953,0.064,0.089,2.118,0.679,0.137
11477010444800000,RADAR,-8.281,1.325,-4.746,1.154,-8.229,1.329,-4.643,1.111,0.064,0.088,2.090,0.669,4.295
11477010444850000,LASER,-8.518,1.385,-4.735,1.215,-8.465,1.362,-4.645,1.106,0.063,0.087,2.062,0.661,0.226
11477010444900000,RADAR,-8.754,1.447,-4.723,1.277,-8.692,1.413,-4.624,1.141,0.063,0.086,2.036,0.653,4.553
11477010444950000,LASER,-8.990,1.512,-4.710,1.341,-8.925,1.500,-4.604,1.241,0.063,0.085,2.010,0.645,0.513
11477010445000000,RADAR,-9.225,1.581,-4.696,1.406,-9.154,1.534,-4.609,1.226,0.064,0.084,1.985,0.637,5.209
11477010445050000,LASER,-9.459,1.653,-4.680,1.472,-9.409,1.552,-4.632,1.178,0.063,0.084,1.962,0.631,1.773
11477010445100000,RADAR,-9.693,1.728,-4.663,1.539,-9.651,1.570,-4.649,1.134,0.063,0.087,1.939,0.627,4.127
11477010445150000,LASER,-9.925,1.807,-4.644,1.608,-9.911,1.680,-4.644,1.261,0.062,0.088,1.917,0.622,5.826
11477010445200000,RADAR,-10.157,1.889,-4.624,1.678,-10.134,1.798,-4.608,1.398,0.062,0.088,1.895,0.617,5.640
11477010445250000,LASER,-10.387,1.974,-4.603,1.749,-10.344,1.888,-4.572,1.478,0.061,0.088,1.874,0.611,1.070
11477010445300000,RADAR,-10.617,2.064,-4.580,1.821,-10.586,1.970,-4.573,1.528,0.061,0.088,1.854,0.606,3.210
11477010445350000,LASER,-10.845,2.156,-4.555,1.894,-10.820,2.028,-4.571,1.537,0.060,0.089,1.835,0.602,0.194
11477010445400000,RADAR,-11.072,2.253,-4.529,1.968,-11.044,2.120,-4.552,1.600,0.060,0.090,1.816,0.598,1.499
11477010445450000,LASER,-11.298,2.353,-4.501,2.043,-11.241,2.258,-4.489,1.744,0.060,0.090,1.798,0.594,2.765
11477010445500000,RADAR,-11.522,2.457,-4.471,2.118,-11.474,2.342,-4.484,1.779,0.060,0.091,1.780,0.590,0.873
11477010445550000,LASER,-11.745,2.565,-4.440,2.195,-11.703,2.474,-4.451,1.891,0.059,0.091,1.763,0.585,1.732
11477010445600000,RADAR,-11.966,2.677,-4.406,2.272,-11.941,2.578,-4.449,1.944,0.059,0.091,1.746,0.582,4.676
11477010445650000,LASER,-12.185,2.792,-4.371,2.351,-12.173,2.707,-4.421,2.038,0.058,0.091,1.730,0.578,1.679
11477010445700000,RADAR,-12.403,2.911,-4.333,2.429,-12.407,2.794,-4.421,2.055,0.058,0.091,1.714,0.575,1.642
11477010445750000,LASER,-12.618,3.035,-4.293,2.508,-12.619,2.951,-4.366,2.187,0.057,0.091,1.699,0.571,1.711
11477010445800000,RADAR,-12.832,3.162,-4.252,2.588,-12.841,3.069,-4.345,2.245,0.057,0.091,1.684,0.568,1.066
11477010445850000,LASER,-13.043,3.294,-4.208,2.668,-13.040,3.243,-4.273,2.389,0.056,0.091,1.669,0.564,2.036
11477010445900000,RADAR,-13.252,3.429,-4.162,2.749,-13.241,3.359,-4.237,2.436,0.056,0.090,1.655,0.561,3.227
11477010445950000,LASER,-13.459,3.568,-4.113,2.829,-13.434,3.509,-4.176,2.532,0.055,0.090,1.641,0.558,0.726
11477010446000000,RADAR,-13.663,3.712,-4.063,2.910,-13.655,3.654,-4.150,2.603,0.055,0.089,1.628,0.554,5.466
11477010446050000,LASER,-13.865,3.859,-4.010,2.991,-13.861,3.783,-4.118,2.654,0.054,0.089,1.615,0.552,0.002
11477010446100000,RADAR,-14.064,4.011,-3.954,3.072,-14.059,3.940,-4.063,2.741,0.054,0.089,1.602,0.549,2.442
11477010446150000,LASER,-14.260,4.166,-3.897,3.153,-14.253,4.106,-4.002,2.835,0.054,0.089,1.590,0.546,0.485
11477010446200000,RADAR,-14.453,4.326,-3.837,3.234,-14.470,4.257,-3.975,2.895,0.053,0.088,1.577,0.543,6.696
11477010446250000,LASER,-14.644,4.489,-3.774,3.314,-14.654,4.455,-3.892,3.023,0.053,0.088,1.565,0.540,1.899
11477010446300000,RADAR,-14.831,4.657,-3.709,3.394,-14.852,4.611,-3.851,3.081,0.053,0.087,1.554,0.538,0.423
11477010446350000,LASER,-15.014,4.829,-3.641,3.474,-15.011,4.799,-3.755,3.188,0.052,0.087,1.542,0.535,1.789
11477010446400000,RADAR,-15.194,5.004,-3.571,3.553,-15.193,4.957,-3.702,3.243,0.052,0.086,1.531,0.532,0.406
11477010446450000,LASER,-15.371,5.184,-3.498,3.631,-15.374,5.161,-3.623,3.351,0.051,0.086,1.520,0.530,1.993
11477010446500000,RADAR,-15.544,5.367,-3.423,3.709,-15.539,5.354,-3.529,3.448,0.051,0.085,1.510,0.527,3.351
11477010446550000,LASER,-15.713,5.555,-3.345,3.786,-15.738,5.504,-3.515,3.466,0.051,0.085,1.499,0.524,0.959
11477010446600000,RADAR,-15.878,5.746,-3.265,3.862,-15.908,5.669,-3.461,3.511,0.051,0.085,1.489,0.522,1.686
11477010446650000,LASER,-16.040,5.940,-3.182,3.936,-16.050,5.872,-3.356,3.605,0.050,0.084,1.479,0.520,1.340
11477010446700000,RADAR,-16.197,6.139,-3.097,4.010,-16.213,6.055,-3.283,3.667,0.050,0.084,1.469,0.518,1.353
11477010446750000,LASER,-16.349,6.341,-3.009,4.082,-16.351,6.289,-3.163,3.785,0.050,0.084,1.460,0.516,1.918
11477010446800000,RADAR,-16.497,6.547,-2.918,4.153,-16.494,6.469,-3.077,3.836,0.049,0.084,1.450,0.514,6.146
11477010446850000,LASER,-16.641,6.756,-2.825,4.223,-16.653,6.669,-3.014,3.894,0.049,0.084,1.441,0.512,0.383
11477010446900000,RADAR,-16.779,6.969,-2.730,4.290,-16.806,6.869,-2.949,3.949,0.049,0.084,1.432,0.510,0.799
11477010446950000,LASER,-16.913,7.185,-2.632,4.357,-16.988,7.090,-2.911,4.012,0.049,0.084,1.424,0.508,7.780
11477010447000000,RADAR,-17.042,7.405,-2.531,4.421,-17.113,7.310,-2.792,4.093,0.049,0.085,1.415,0.507,2.648
11477010447050000,LASER,-17.167,7.627,-2.428,4.483,-17.213,7.568,-2.639,4.206,0.049,0.084,1.407,0.504,2.479
11477010447100000,RADAR,-17.285,7.853,-2.323,4.543,-17.348,7.769,-2.579,4.240,0.050,0.084,1.398,0.502,1.305
11477010447150000,LASER,-17.399,8.081,-2.216,4.602,-17.468,7.961,-2.505,4.268,0.050,0.085,1.391,0.501,1.559
11477010447200000,RADAR,-17.507,8.313,-2.106,4.657,-17.575,8.192,-2.386,4.336,0.050,0.085,1.383,0.499,2.918
11477010447250000,LASER,-17.609,8.547,-1.994,4.711,-17.709,8.418,-2.323,4.384,0.051,0.086,1.375,0.497,1.391
11477010447300000,RADAR,-17.706,8.783,-1.880,4.762,-17.791,8.642,-2.173,4.445,0.052,0.087,1.367,0.496,4.811
11477010447350000,LASER,-17.797,9.023,-1.763,4.811,-17.863,8.908,-2.014,4.532,0.052,0.087,1.360,0.494,2.069
11477010447400000,RADAR,-17.882,9.264,-1.645,4.856,-17.936,9.156,-1.848,4.602,0.052,0.087,1.352,0.492,5.245
11477010447450000,LASER,-17.961,9.508,-1.525,4.899,-17.954,9.448,-1.614,4.702,0.051,0.087,1.345,0.489,5.868
11477010447500000,RADAR,-18.035,9.754,-1.403,4.940,-18.017,9.696,-1.467,4.752,0.051,0.087,1.338,0.487,1.901
11477010447550000,LASER,-18.102,10.002,-1.279,4.977,-18.095,9.937,-1.368,4.785,0.051,0.087,1.330,0.485,0.164
11477010447600000,RADAR,-18.162,10.252,-1.154,5.011,-18.174,10.164,-1.276,4.805,0.051,0.087,1.323,0.483,6.712
11477010447650000,LASER,-18.217,10.503,-1.026,5.042,-18.180,10.432,-1.073,4.857,0.051,0.087,1.316,0.481,3.081
11477010447700000,RADAR,-18.265,10.755,-0.898,5.070,-18.260,10.666,-1.036,4.868,0.050,0.087,1.309,0.478,2.413
11477010447750000,LASER,-18.307,11.009,-0.768,5.095,-18.307,10.888,-0.932,4.874,0.050,0.087,1.303,0.477,1.484
11477010447800000,RADAR,-18.342,11.265,-0.636,5.116,-18.347,11.134,-0.803,4.896,0.050,0.088,1.296,0.475,0.808
11477010447850000,LASER,-18.370,11.521,-0.504,5.134,-18.339,11.443,-0.598,4.959,0.050,0.087,1.289,0.472,7.468
11477010447900000,RADAR,-18.392,11.778,-0.370,5.149,-18.378,11.691,-0.506,4.972,0.049,0.087,1.283,0.470,0.507
11477010447950000,LASER,-18.407,12.036,-0.235,5.159,-18.398,11.946,-0.385,4.986,0.049,0.087,1.277,0.468,0.069
11477010448000000,RADAR,-18.416,12.294,-0.100,5.167,-18.432,12.190,-0.329,4.990,0.049,0.088,1.270,0.466,2.646
11477010448050000,LASER,-18.417,12.552,0.036,5.170,-18.456,12.452,-0.229,5.006,0.049,0.088,1.264,0.464,1.040
11477010448100000,RADAR,-18.412,12.811,0.173,5.170,-18.468,12.709,-0.124,5.014,0.049,0.088,1.259,0.462,1.770
11477010448150000,LASER,-18.400,13.069,0.310,5.166,-18.467,12.982,-0.002,5.031,0.049,0.088,1.253,0.460,1.420
11477010448200000,RADAR,-18.381,13.327,0.448,5.158,-18.449,13.229,0.158,5.023,0.049,0.088,1.247,0.458,3.212
11477010448250000,LASER,-18.355,13.585,0.586,5.147,-18.399,13.510,0.341,5.032,0.049,0.088,1.242,0.456,2.685
11477010448300000,RADAR,-18.322,13.841,0.724,5.131,-18.389,13.772,0.441,5.032,0.049,0.088,1.236,0.454,3.724
11477010448350000,LASER,-18.283,14.097,0.862,5.112,-18.343,14.038,0.591,5.026,0.050,0.088,1.231,0.452,0.730
11477010448400000,RADAR,-18.236,14.352,1.000,5.089,-18.307,14.295,0.734,5.011,0.050,0.087,1.225,0.450,2.733
11477010448450000,LASER,-18.183,14.606,1.137,5.062,-18.251,14.542,0.876,4.986,0.050,0.087,1.220,0.448,0.428
11477010448500000,RADAR,-18.122,14.858,1.274,5.031,-18.184,14.795,1.064,4.953,0.050,0.087,1.215,0.446,4.968
11477010448550000,LASER,-18.055,15.109,1.411,4.996,-18.102,15.062,1.227,4.931,0.050,0.087,1.209,0.444,1.417
11477010448600000,RADAR,-17.981,15.358,1.546,4.957,-18.045,15.313,1.321,4.910,0.050,0.086,1.204,0.442,1.911
11477010448650000,LASER,-17.901,15.605,1.681,4.914,-17.962,15.563,1.462,4.874,0.050,0.086,1.199,0.440,0.244
11477010448700000,RADAR,-17.813,15.849,1.815,4.867,-17.886,15.799,1.566,4.837,0.051,0.086,1.194,0.439,3.143
11477010448750000,LASER,-17.719,16.091,1.948,4.817,-17.788,16.041,1.708,4.791,0.051,0.086,1.189,0.437,0.319
11477010448800000,RADAR,-17.618,16.331,2.079,4.763,-17.751,16.288,1.707,4.790,0.052,0.085,1.184,0.435,7.485
11477010448850000,LASER,-17.511,16.567,2.209,4.705,-17.598,16.532,1.909,4.727,0.052,0.085,1.180,0.433,4.659
11477010448900000,RADAR,-17.398,16.801,2.338,4.643,-17.458,16.749,2.119,4.632,0.053,0.085,1.175,0.431,4.958
11477010448950000,LASER,-17.278,17.032,2.465,4.578,-17.347,16.991,2.238,4.585,0.053,0.085,1.170,0.429,0.424
11477010449000000,RADAR,-17.151,17.259,2.590,4.509,-17.198,17.207,2.448,4.477,0.053,0.084,1.165,0.428,5.442
11477010449050000,LASER,-17.019,17.482,2.713,4.436,-17.068,17.460,2.571,4.432,0.053,0.084,1.161,0.426,2.903
11477010449100000,RADAR,-16.880,17.702,2.834,4.360,-16.911,17.666,2.741,4.327,0.052,0.084,1.156,0.424,2.020
11477010449150000,LASER,-16.735,17.918,2.952,4.281,-16.778,17.889,2.848,4.262,0.052,0.083,1.151,0.422,0.307
11477010449200000,RADAR,-16.585,18.130,3.069,4.198,-16.622,18.095,2.979,4.171,0.052,0.083,1.147,0.421,0.676
11477010449250000,LASER,-16.428,18.338,3.183,4.112,-16.442,18.272,3.128,4.046,0.052,0.083,1.142,0.419,3.490
11477010449300000,RADAR,-16.267,18.542,3.295,4.022,-16.296,18.476,3.211,3.978,0.052,0.083,1.138,0.417,0.752
11477010449350000,LASER,-16.099,18.740,3.404,3.930,-16.123,18.678,3.329,3.888,0.052,0.083,1.133,0.416,0.233
11477010449400000,RADAR,-15.926,18.934,3.510,3.835,-15.943,18.866,3.456,3.779,0.052,0.083,1.129,0.414,0.717
11477010449450000,LASER,-15.748,19.124,3.613,3.736,-15.761,19.079,3.563,3.703,0.051,0.082,1.125,0.413,2.175
11477010449500000,RADAR,-15.565,19.308,3.714,3.635,-15.574,19.256,3.685,3.583,0.051,0.082,1.120,0.411,0.697
11477010449550000,LASER,-15.377,19.487,3.811,3.531,-15.394,19.455,3.772,3.505,0.051,0.082,1.116,0.410,1.354
11477010449600000,RADAR,-15.184,19.661,3.906,3.425,-15.190,19.617,3.903,3.362,0.051,0.082,1.112,0.408,1.103
11477010449650000,LASER,-14.986,19.830,3.997,3.316,-14.983,19.808,4.002,3.272,0.051,0.081,1.108,0.406,2.207
11477010449700000,RADAR,-14.784,19.993,4.085,3.205,-14.793,19.970,4.086,3.160,0.050,0.081,1.104,0.405,6.119
11477010449750000,LASER,-14.578,20.150,4.170,3.092,-14.615,20.125,4.145,3.060,0.050,0.081,1.100,0.404,1.366
11477010449800000,RADAR,-14.367,20.302,4.251,2.977,-14.411,20.273,4.213,2.958,0.050,0.081,1.095,0.402,2.381
11477010449850000,LASER,-14.153,20.448,4.329,2.859,-14.180,20.427,4.310,2.840,0.050,0.080,1.092,0.401,0.945
11477010449900000,RADAR,-13.934,20.588,4.403,2.740,-13.954,20.556,4.402,2.694,0.050,0.080,1.088,0.399,0.463
11477010449950000,LASER,-13.712,20.722,4.474,2.619,-13.749,20.701,4.459,2.595,0.050,0.080,1.084,0.398,0.756
11477010450000000,RADAR,-13.487,20.850,4.541,2.497,-13.519,20.820,4.541,2.450,0.050,0.080,1.080,0.396,0.238
11477010450050000,LASER,-13.258,20.972,4.604,2.373,-13.281,20.943,4.617,2.319,0.050,0.079,1.076,0.395,0.272
11477010450100000,RADAR,-13.026,21.087,4.664,2.248,-13.040,21.054,4.684,2.186,0.050,0.079,1.072,0.394,2.373
11477010450150000,LASER,-12.792,21.197,4.721,2.121,-12.794,21.183,4.750,2.078,0.049,0.079,1.069,0.392,1.644
11477010450200000,RADAR,-12.554,21.299,4.773,1.994,-12.566,21.299,4.785,1.991,0.049,0.079,1.065,0.391,1.035
11477010450250000,LASER,-12.314,21.396,4.822,1.866,-12.306,21.412,4.852,1.872,0.049,0.078,1.061,0.390,1.731
11477010450300000,RADAR,-12.072,21.486,4.867,1.736,-12.051,21.491,4.913,1.713,0.049,0.078,1.058,0.388,1.965
11477010450350000,LASER,-11.828,21.570,4.908,1.607,-11.829,21.601,4.937,1.627,0.049,0.078,1.054,0.387,2.426
11477010450400000,RADAR,-11.581,21.647,4.946,1.476,-11.581,21.683,4.977,1.505,0.049,0.078,1.050,0.386,0.248
11477010450450000,LASER,-11.333,21.717,4.980,1.346,-11.307,21.727,5.034,1.321,0.049,0.077,1.047,0.384,2.441
11477010450500000,RADAR,-11.083,21.781,5.011,1.215,-11.064,21.802,5.056,1.220,0.048,0.077,1.044,0.383,1.150
11477010450550000,LASER,-10.832,21.839,5.037,1.084,-10.810,21.829,5.086,1.042,0.048,0.077,1.040,0.382,1.739
11477010450600000,RADAR,-10.579,21.890,5.060,0.953,-10.551,21.874,5.120,0.884,0.048,0.077,1.037,0.381,1.130
11477010450650000,LASER,-10.326,21.934,5.080,0.822,-10.282,21.911,5.150,0.733,0.048,0.076,1.033,0.379,0.347
11477010450700000,RADAR,-10.071,21.972,5.096,0.691,-10.018,21.927,5.172,0.562,0.048,0.076,1.030,0.378,1.885
11477010450750000,LASER,-9.816,22.003,5.108,0.561,-9.760,21.954,5.185,0.423,0.048,0.076,1.027,0.377,0.021
11477010450800000,RADAR,-9.560,22.028,5.117,0.431,-9.498,21.962,5.197,0.255,0.048,0.076,1.023,0.376,0.235
11477010450850000,LASER,-9.304,22.046,5.122,0.302,-9.260,22.001,5.193,0.158,0.048,0.076,1.020,0.375,2.557
11477010450900000,RADAR,-9.048,22.058,5.125,0.174,-8.998,21.995,5.196,-0.011,0.048,0.076,1.017,0.374,0.293
11477010450950000,LASER,-8.792,22.064,5.123,0.046,-8.728,22.009,5.204,-0.133,0.048,0.076,1.014,0.374,0.781
11477010451000000,RADAR,-8.535,22.063,5.119,-0.080,-8.469,21.991,5.199,-0.323,0.049,0.076,1.011,0.373,4.622
11477010451050000,LASER,-8.279,22.056,5.111,-0.206,-8.197,21.996,5.203,-0.438,0.049,0.076,1.008,0.372,1.346
11477010451100000,RADAR,-8.024,22.042,5.101,-0.330,-7.934,21.986,5.194,-0.564,0.049,0.076,1.005,0.372,3.153
11477010451150000,LASER,-7.769,22.023,5.087,-0.454,-7.684,21.980,5.178,-0.668,0.049,0.075,1.002,0.371,1.446
11477010451200000,RADAR,-7.515,21.997,5.070,-0.576,-7.427,21.931,5.152,-0.859,0.050,0.075,0.999,0.370,2.149
11477010451250000,LASER,-7.262,21.965,5.051,-0.696,-7.182,21.901,5.124,-0.979,0.050,0.075,0.996,0.370,0.897
11477010451300000,RADAR,-7.010,21.927,5.028,-0.815,-6.923,21.850,5.097,-1.119,0.050,0.075,0.993,0.369,0.563
11477010451350000,LASER,-6.759,21.884,5.003,-0.933,-6.704,21.792,5.040,-1.256,0.050,0.075,0.990,0.369,3.361
11477010451400000,RADAR,-6.509,21.834,4.976,-1.049,-6.460,21.755,5.013,-1.319,0.050,0.075,0.987,0.369,5.692
11477010451450000,LASER,-6.261,21.779,4.946,-1.163,-6.249,21.694,4.951,-1.440,0.050,0.075,0.984,0.368,4.511
11477010451500000,RADAR,-6.015,21.718,4.913,-1.275,-5.996,21.633,4.926,-1.512,0.050,0.076,0.981,0.368,6.769
11477010451550000,LASER,-5.770,21.651,4.878,-1.386,-5.762,21.574,4.885,-1.612,0.050,0.076,0.978,0.367,1.288
11477010451600000,RADAR,-5.527,21.579,4.841,-1.495,-5.523,21.499,4.840,-1.737,0.050,0.076,0.975,0.366,2.618
11477010451650000,LASER,-5.285,21.502,4.802,-1.601,-5.273,21.439,4.812,-1.823,0.050,0.075,0.972,0.366,1.278
11477010451700000,RADAR,-5.046,21.419,4.760,-1.706,-5.020,21.361,4.785,-1.908,0.050,0.075,0.970,0.365,7.335
11477010451750000,LASER,-4.809,21.331,4.717,-1.809,-4.788,21.300,4.747,-1.977,0.049,0.075,0.967,0.364,2.943
11477010451800000,RADAR,-4.574,21.238,4.672,-1.910,-4.551,21.218,4.716,-2.025,0.049,0.075,0.964,0.363,6.596
11477010451850000,LASER,-4.342,21.140,4.625,-2.008,-4.288,21.203,4.729,-2.012,0.049,0.075,0.961,0.362,12.290
11477010451900000,RADAR,-4.112,21.037,4.577,-2.105,-4.040,21.129,4.711,-2.054,0.050,0.075,0.959,0.361,3.645
11477010451950000,LASER,-3.884,20.930,4.527,-2.199,-3.851,20.997,4.616,-2.198,0.049,0.075,0.956,0.360,4.371
11477010452000000,RADAR,-3.659,20.817,4.475,-2.291,-3.627,20.865,4.544,-2.353,0.049,0.075,0.954,0.359,1.400
11477010452050000,LASER,-3.436,20.700,4.422,-2.381,-3.402,20.714,4.472,-2.499,0.049,0.075,0.951,0.358,1.755
11477010452100000,RADAR,-3.216,20.579,4.368,-2.469,-3.182,20.600,4.422,-2.571,0.049,0.075,0.948,0.357,2.012
11477010452150000,LASER,-2.999,20.453,4.313,-2.555,-2.946,20.480,4.382,-2.656,0.049,0.074,0.946,0.357,0.539
11477010452200000,RADAR,-2.785,20.323,4.256,-2.638,-2.708,20.366,4.360,-2.697,0.049,0.074,0.943,0.356,7.781
11477010452250000,LASER,-2.573,20.190,4.199,-2.719,-2.512,20.217,4.275,-2.810,0.050,0.074,0.941,0.355,0.759
11477010452300000,RADAR,-2.365,20.052,4.141,-2.798,-2.297,20.077,4.214,-2.904,0.050,0.074,0.938,0.354,0.576
11477010452350000,LASER,-2.159,19.910,4.082,-2.874,-2.104,19.890,4.111,-3.050,0.050,0.074,0.936,0.353,2.648
11477010452400000,RADAR,-1.956,19.764,4.022,-2.949,-1.906,19.721,4.025,-3.165,0.050,0.074,0.933,0.353,1.048
11477010452450000,LASER,-1.757,19.615,3.962,-3.021,-1.699,19.559,3.957,-3.257,0.050,0.073,0.931,0.352,0.130
11477010452500000,RADAR,-1.560,19.462,3.901,-3.091,-1.501,19.381,3.870,-3.373,0.050,0.073,0.928,0.352,2.382
11477010452550000,LASER,-1.366,19.306,3.840,-3.159,-1.311,19.228,3.799,-3.442,0.050,0.074,0.926,0.351,0.822
11477010452600000,RADAR,-1.176,19.146,3.779,-3.224,-1.124,19.047,3.714,-3.536,0.050,0.074,0.924,0.351,0.498
11477010452650000,LASER,-0.988,18.983,3.717,-3.288,-0.961,18.867,3.608,-3.627,0.050,0.074,0.921,0.351,0.836
11477010452700000,RADAR,-0.804,18.817,3.655,-3.349,-0.766,18.705,3.570,-3.658,0.050,0.074,0.919,0.351,2.996
11477010452750000,LASER,-0.623,18.648,3.594,-3.408,-0.589,18.556,3.510,-3.697,0.050,0.074,0.917,0.351,3.310
11477010452800000,RADAR,-0.444,18.476,3.532,-3.465,-0.414,18.371,3.436,-3.764,0.050,0.074,0.914,0.350,0.374
11477010452850000,LASER,-0.269,18.301,3.470,-3.520,-0.279,18.180,3.313,-3.847,0.049,0.075,0.912,0.350,2.136
11477010452900000,RADAR,-0.097,18.124,3.408,-3.574,-0.117,17.992,3.226,-3.916,0.049,0.075,0.910,0.350,0.791
11477010452950000,LASER,0.072,17.944,3.347,-3.625,0.056,17.817,3.169,-3.960,0.049,0.076,0.908,0.350,1.009
11477010453000000,RADAR,0.238,17.761,3.286,-3.674,0.238,17.641,3.150,-3.968,0.049,0.076,0.905,0.350,5.644
11477010453050000,LASER,0.401,17.576,3.225,-3.721,0.415,17.463,3.104,-4.005,0.049,0.076,0.903,0.350,1.024
11477010453100000,RADAR,0.560,17.389,3.164,-3.767,0.615,17.311,3.130,-3.975,0.049,0.076,0.901,0.349,13.320
11477010453150000,LASER,0.717,17.199,3.105,-3.810,0.733,17.102,3.005,-4.053,0.049,0.076,0.899,0.349,1.636
11477010453200000,RADAR,0.871,17.008,3.045,-3.852,0.889,16.911,2.951,-4.085,0.049,0.076,0.897,0.348,0.797
11477010453250000,LASER,1.022,16.814,2.987,-3.892,1.007,16.719,2.847,-4.134,0.049,0.076,0.894,0.348,2.493
11477010453300000,RADAR,1.170,16.618,2.929,-3.930,1.152,16.519,2.773,-4.183,0.049,0.077,0.892,0.347,1.619
