time,sensortype,gt_x,gt_y,gt_vx,gt_vy,est_x,est_y,est_vx,est_vy,rmse_x,rmse_y,rmse_vx,rmse_vy,nis
1477010454500000,LASER,-1.419,10.495,-2.021,-4.767,-1.301,10.556,-1.613,-4.802,0.078,0.097,0.480,0.300,2.994
1477010454550000,RADAR,-1.519,10.256,-1.991,-4.782,-1.382,10.304,-1.540,-4.836,0.078,0.097,0.480,0.299,1.744
1477010454600000,LASER,-1.618,10.016,-1.962,-4.796,-1.496,10.085,-1.545,-4.831,0.078,0.096,0.480,0.299,2.067
1477010454650000,RADAR,-1.715,9.776,-1.935,-4.809,-1.583,9.852,-1.511,-4.835,0.079,0.096,0.480,0.298,0.593
1477010454700000,LASER,-1.811,9.536,-1.909,-4.822,-1.676,9.623,-1.484,-4.840,0.079,0.096,0.479,0.298,0.617
1477010454750000,RADAR,-1.906,9.294,-1.885,-4.833,-1.774,9.381,-1.460,-4.856,0.079,0.096,0.479,0.297,3.338
1477010454800000,LASER,-2.000,9.052,-1.862,-4.844,-1.856,9.102,-1.406,-4.899,0.080,0.096,0.479,0.296,5.744
1477010454850000,RADAR,-2.093,8.810,-1.841,-4.853,-1.943,8.872,-1.393,-4.893,0.080,0.096,0.479,0.296,1.764
1477010454900000,LASER,-2.184,8.567,-1.822,-4.862,-2.043,8.621,-1.386,-4.907,0.080,0.096,0.479,0.295,1.291
1477010454950000,RADAR,-2.275,8.324,-1.804,-4.870,-2.155,8.377,-1.408,-4.910,0.081,0.096,0.478,0.295,4.740
1477010455000000,LASER,-2.365,8.080,-1.787,-4.878,-2.224,8.134,-1.357,-4.922,0.081,0.096,0.478,0.294,0.021
1477010455050000,RADAR,-2.453,7.836,-1.772,-4.884,-2.299,7.909,-1.335,-4.913,0.081,0.095,0.478,0.293,4.883
1477010455100000,LASER,-2.542,7.592,-1.759,-4.890,-2.408,7.661,-1.355,-4.920,0.082,0.095,0.478,0.293,2.099
1477010455150000,RADAR,-2.629,7.347,-1.748,-4.895,-2.554,7.430,-1.468,-4.889,0.082,0.095,0.477,0.292,9.201
1477010455200000,LASER,-2.717,7.102,-1.738,-4.899,-2.657,7.176,-1.475,-4.901,0.081,0.095,0.476,0.292,1.688
1477010455250000,RADAR,-2.803,6.857,-1.730,-4.903,-2.733,6.939,-1.446,-4.905,0.081,0.095,0.476,0.291,0.887
1477010455300000,LASER,-2.890,6.612,-1.723,-4.906,-2.797,6.710,-1.402,-4.904,0.081,0.095,0.475,0.290,1.365
1477010455350000,RADAR,-2.976,6.367,-1.718,-4.908,-2.875,6.475,-1.416,-4.889,0.082,0.095,0.475,0.290,5.136
1477010455400000,LASER,-3.061,6.121,-1.715,-4.909,-2.938,6.229,-1.372,-4.900,0.082,0.095,0.474,0.289,0.069
1477010455450000,RADAR,-3.147,5.876,-1.713,-4.910,-3.053,5.989,-1.421,-4.893,0.082,0.095,0.474,0.289,4.400
1477010455500000,LASER,-3.233,5.630,-1.713,-4.910,-3.129,5.724,-1.396,-4.916,0.082,0.095,0.473,0.288,1.947
1477010455550000,RADAR,-3.318,5.385,-1.715,-4.909,-3.237,5.478,-1.462,-4.901,0.082,0.095,0.472,0.287,4.267
1477010455600000,LASER,-3.404,5.140,-1.718,-4.907,-3.327,5.222,-1.463,-4.913,0.082,0.095,0.472,0.287,1.217
1477010455650000,RADAR,-3.490,4.894,-1.723,-4.905,-3.406,4.976,-1.453,-4.918,0.082,0.095,0.471,0.286,0.072
1477010455700000,LASER,-3.577,4.649,-1.729,-4.902,-3.507,4.712,-1.473,-4.932,0.082,0.095,0.471,0.286,3.551
1477010455750000,RADAR,-3.663,4.404,-1.738,-4.899,-3.618,4.462,-1.547,-4.917,0.082,0.095,0.470,0.285,4.407
1477010455800000,LASER,-3.750,4.159,-1.747,-4.894,-3.736,4.205,-1.592,-4.922,0.082,0.095,0.469,0.285,4.833
1477010455850000,RADAR,-3.838,3.915,-1.759,-4.889,-3.831,3.962,-1.605,-4.920,0.081,0.095,0.468,0.284,1.009
1477010455900000,LASER,-3.926,3.670,-1.772,-4.883,-3.907,3.719,-1.589,-4.922,0.081,0.095,0.467,0.284,0.087
1477010455950000,RADAR,-4.015,3.426,-1.787,-4.877,-4.021,3.497,-1.668,-4.886,0.081,0.095,0.467,0.283,5.124
1477010456000000,LASER,-4.105,3.182,-1.803,-4.869,-4.109,3.250,-1.669,-4.888,0.081,0.095,0.466,0.283,0.133
1477010456050000,RADAR,-4.196,2.939,-1.821,-4.861,-4.227,3.001,-1.745,-4.874,0.081,0.094,0.465,0.282,2.710
1477010456100000,LASER,-4.287,2.696,-1.841,-4.852,-4.310,2.736,-1.733,-4.893,0.081,0.094,0.464,0.281,1.714
1477010456150000,RADAR,-4.380,2.454,-1.862,-4.842,-4.405,2.486,-1.751,-4.893,0.081,0.094,0.463,0.281,0.401
1477010456200000,LASER,-4.474,2.212,-1.884,-4.831,-4.503,2.230,-1.763,-4.900,0.080,0.094,0.462,0.280,1.499
1477010456250000,RADAR,-4.568,1.971,-1.909,-4.820,-4.616,1.989,-1.851,-4.872,0.080,0.094,0.462,0.280,5.828
1477010456300000,LASER,-4.664,1.730,-1.934,-4.808,-4.723,1.730,-1.872,-4.881,0.080,0.094,0.461,0.279,2.865
1477010456350000,RADAR,-4.762,1.490,-1.961,-4.794,-4.848,1.482,-1.958,-4.860,0.080,0.093,0.460,0.279,2.916
1477010456400000,LASER,-4.861,1.250,-1.990,-4.780,-4.911,1.235,-1.919,-4.868,0.080,0.093,0.459,0.278,3.111
1477010456450000,RADAR,-4.961,1.012,-2.020,-4.765,-5.014,1.002,-1.951,-4.850,0.080,0.093,0.458,0.278,0.713
1477010456500000,LASER,-5.063,0.774,-2.052,-4.748,-5.080,0.757,-1.918,-4.855,0.080,0.093,0.457,0.278,2.768
1477010456550000,RADAR,-5.166,0.537,-2.085,-4.731,-5.170,0.483,-1.930,-4.874,0.080,0.093,0.457,0.277,6.174
1477010456600000,LASER,-5.271,0.301,-2.119,-4.713,-5.248,0.236,-1.913,-4.877,0.080,0.093,0.456,0.277,0.812
1477010456650000,RADAR,-5.378,0.065,-2.155,-4.694,-5.361,-0.001,-1.937,-4.867,0.080,0.093,0.455,0.277,5.930
1477010456700000,LASER,-5.487,-0.169,-2.192,-4.673,-5.437,-0.247,-1.916,-4.871,0.079,0.093,0.455,0.276,1.014
1477010456750000,RADAR,-5.597,-0.402,-2.230,-4.652,-5.558,-0.459,-1.982,-4.829,0.079,0.092,0.454,0.276,4.274
1477010456800000,LASER,-5.710,-0.634,-2.270,-4.629,-5.696,-0.666,-2.059,-4.782,0.079,0.092,0.454,0.276,3.865
1477010456850000,RADAR,-5.825,-0.865,-2.311,-4.605,-5.806,-0.900,-2.118,-4.757,0.079,0.092,0.453,0.275,6.120
1477010456900000,LASER,-5.941,-1.095,-2.353,-4.580,-5.902,-1.152,-2.116,-4.767,0.079,0.092,0.452,0.275,0.717
1477010456950000,RADAR,-6.060,-1.323,-2.396,-4.554,-5.991,-1.408,-2.108,-4.780,0.079,0.092,0.452,0.275,2.254
1477010457000000,LASER,-6.181,-1.550,-2.440,-4.526,-6.129,-1.625,-2.176,-4.742,0.079,0.092,0.451,0.275,1.827
1477010457050000,RADAR,-6.304,-1.776,-2.486,-4.498,-6.262,-1.858,-2.272,-4.709,0.079,0.092,0.451,0.275,5.813
1477010457100000,LASER,-6.430,-2.000,-2.532,-4.467,-6.369,-2.099,-2.282,-4.707,0.079,0.092,0.450,0.274,0.119
1477010457150000,RADAR,-6.557,-2.223,-2.579,-4.436,-6.517,-2.315,-2.364,-4.663,0.079,0.092,0.450,0.274,3.989
1477010457200000,LASER,-6.688,-2.444,-2.628,-4.403,-6.665,-2.530,-2.435,-4.622,0.078,0.092,0.449,0.274,1.275
1477010457250000,RADAR,-6.820,-2.663,-2.677,-4.368,-6.815,-2.749,-2.517,-4.581,0.078,0.092,0.448,0.274,2.236
1477010457300000,LASER,-6.955,-2.881,-2.727,-4.333,-6.914,-2.997,-2.500,-4.596,0.078,0.092,0.448,0.274,1.280
1477010457350000,RADAR,-7.093,-3.097,-2.778,-4.295,-7.043,-3.224,-2.532,-4.578,0.078,0.092,0.447,0.274,0.133
1477010457400000,LASER,-7.233,-3.311,-2.830,-4.256,-7.172,-3.433,-2.570,-4.541,0.078,0.092,0.447,0.274,1.524
1477010457450000,RADAR,-7.376,-3.522,-2.883,-4.216,-7.315,-3.669,-2.616,-4.528,0.078,0.093,0.446,0.274,4.558
1477010457500000,LASER,-7.522,-3.732,-2.936,-4.174,-7.474,-3.844,-2.705,-4.445,0.078,0.093,0.445,0.274,6.376
1477010457550000,RADAR,-7.670,-3.940,-2.990,-4.130,-7.614,-4.059,-2.752,-4.415,0.078,0.093,0.445,0.274,0.738
1477010457600000,LASER,-7.821,-4.145,-3.044,-4.085,-7.773,-4.275,-2.813,-4.381,0.078,0.093,0.444,0.274,0.629
1477010457650000,RADAR,-7.975,-4.349,-3.099,-4.038,-7.921,-4.494,-2.857,-4.356,0.078,0.093,0.444,0.274,0.396
1477010457700000,LASER,-8.131,-4.549,-3.154,-3.989,-8.087,-4.714,-2.918,-4.327,0.078,0.093,0.443,0.275,1.307
1477010457750000,RADAR,-8.290,-4.748,-3.209,-3.939,-8.231,-4.926,-2.934,-4.306,0.078,0.094,0.443,0.275,2.443
1477010457800000,LASER,-8.452,-4.943,-3.265,-3.886,-8.374,-5.139,-2.960,-4.284,0.078,0.094,0.442,0.275,0.124
1477010457850000,RADAR,-8.617,-5.136,-3.321,-3.832,-8.523,-5.331,-2.989,-4.241,0.078,0.095,0.442,0.276,5.045
1477010457900000,LASER,-8.784,-5.327,-3.377,-3.777,-8.716,-5.524,-3.085,-4.177,0.078,0.095,0.442,0.276,2.147
1477010457950000,RADAR,-8.955,-5.514,-3.434,-3.719,-8.874,-5.728,-3.119,-4.147,0.078,0.096,0.441,0.277,0.644
1477010458000000,LASER,-9.128,-5.699,-3.490,-3.660,-9.040,-5.915,-3.173,-4.095,0.078,0.097,0.441,0.278,0.657
1477010458050000,RADAR,-9.304,-5.880,-3.546,-3.598,-9.184,-6.099,-3.182,-4.057,0.078,0.097,0.441,0.279,8.280
1477010458100000,LASER,-9.483,-6.059,-3.603,-3.535,-9.369,-6.232,-3.278,-3.939,0.078,0.098,0.440,0.279,8.745
1477010458150000,RADAR,-9.664,-6.234,-3.659,-3.470,-9.540,-6.423,-3.318,-3.901,0.078,0.098,0.440,0.280,1.191
1477010458200000,LASER,-9.849,-6.406,-3.714,-3.403,-9.697,-6.614,-3.342,-3.872,0.079,0.099,0.440,0.281,0.397
1477010458250000,RADAR,-10.036,-6.574,-3.770,-3.334,-9.903,-6.784,-3.438,-3.793,0.079,0.099,0.440,0.281,6.847
1477010458300000,LASER,-10.226,-6.739,-3.825,-3.263,-10.111,-6.940,-3.532,-3.701,0.079,0.100,0.439,0.282,1.404
1477010458350000,RADAR,-10.419,-6.901,-3.879,-3.190,-10.291,-7.113,-3.578,-3.649,0.079,0.100,0.439,0.283,1.576
1477010458400000,LASER,-10.614,-7.058,-3.933,-3.116,-10.520,-7.273,-3.685,-3.555,0.079,0.101,0.438,0.283,3.121
1477010458450000,RADAR,-10.812,-7.212,-3.986,-3.039,-10.717,-7.430,-3.747,-3.481,0.079,0.102,0.438,0.284,2.811
1477010458500000,LASER,-11.013,-7.363,-4.039,-2.961,-10.962,-7.573,-3.863,-3.366,0.079,0.102,0.437,0.285,3.661
1477010458550000,RADAR,-11.216,-7.509,-4.090,-2.880,-11.149,-7.730,-3.898,-3.308,0.079,0.103,0.437,0.285,1.964
1477010458600000,LASER,-11.422,-7.651,-4.141,-2.798,-11.319,-7.875,-3.918,-3.251,0.079,0.103,0.436,0.286,4.423
1477010458650000,RADAR,-11.630,-7.788,-4.191,-2.713,-11.514,-8.019,-3.958,-3.181,0.079,0.104,0.436,0.287,3.092
1477010458700000,LASER,-11.841,-7.922,-4.239,-2.627,-11.709,-8.127,-4.013,-3.069,0.080,0.104,0.435,0.287,6.322
1477010458750000,RADAR,-12.055,-8.051,-4.287,-2.539,-11.907,-8.262,-4.046,-2.994,0.080,0.105,0.435,0.288,4.270
1477010458800000,LASER,-12.270,-8.176,-4.333,-2.449,-12.132,-8.351,-4.128,-2.850,0.080,0.105,0.434,0.288,3.797
1477010458850000,RADAR,-12.488,-8.296,-4.378,-2.358,-12.347,-8.483,-4.183,-2.775,0.080,0.106,0.434,0.289,2.083
1477010458900000,LASER,-12.708,-8.412,-4.422,-2.264,-12.564,-8.561,-4.248,-2.631,0.081,0.106,0.433,0.289,5.657
1477010458950000,RADAR,-12.930,-8.523,-4.464,-2.169,-12.773,-8.670,-4.284,-2.536,0.081,0.106,0.433,0.289,4.519
1477010459000000,LASER,-13.155,-8.629,-4.504,-2.072,-13.046,-8.742,-4.393,-2.359,0.081,0.106,0.432,0.289,3.929
1477010459050000,RADAR,-13.381,-8.730,-4.543,-1.973,-13.283,-8.848,-4.449,-2.263,0.081,0.106,0.431,0.289,2.189
1477010459100000,LASER,-13.609,-8.826,-4.580,-1.872,-13.517,-8.891,-4.512,-2.083,0.081,0.106,0.431,0.289,6.083
1477010459150000,RADAR,-13.839,-8.917,-4.615,-1.770,-13.739,-8.960,-4.547,-1.948,0.081,0.106,0.430,0.289,7.673
1477010459200000,LASER,-14.071,-9.003,-4.649,-1.666,-13.976,-9.040,-4.592,-1.837,0.081,0.106,0.429,0.289,0.156
1477010459250000,RADAR,-14.304,-9.084,-4.680,-1.561,-14.214,-9.129,-4.634,-1.751,0.081,0.105,0.429,0.288,1.646
1477010459300000,LASER,-14.539,-9.159,-4.709,-1.454,-14.446,-9.210,-4.666,-1.659,0.081,0.105,0.428,0.288,0.042
1477010459350000,RADAR,-14.775,-9.229,-4.737,-1.346,-14.677,-9.285,-4.693,-1.561,0.082,0.105,0.427,0.288,0.592
1477010459400000,LASER,-15.013,-9.294,-4.762,-1.236,-14.954,-9.281,-4.765,-1.327,0.081,0.105,0.427,0.287,4.060
1477010459450000,RADAR,-15.252,-9.353,-4.784,-1.125,-15.203,-9.354,-4.797,-1.239,0.081,0.105,0.426,0.287,3.268
1477010459500000,LASER,-15.492,-9.406,-4.805,-1.013,-15.462,-9.433,-4.834,-1.164,0.081,0.105,0.425,0.287,2.994
1477010459550000,RADAR,-15.732,-9.454,-4.823,-0.899,-15.708,-9.472,-4.858,-1.028,0.081,0.105,0.425,0.286,2.247
1477010459600000,LASER,-15.974,-9.496,-4.838,-0.784,-15.963,-9.530,-4.886,-0.939,0.081,0.104,0.424,0.286,0.973
1477010459650000,RADAR,-16.216,-9.533,-4.851,-0.669,-16.214,-9.550,-4.908,-0.789,0.081,0.104,0.424,0.286,2.796
1477010459700000,LASER,-16.459,-9.563,-4.862,-0.552,-16.468,-9.539,-4.929,-0.607,0.081,0.104,0.423,0.285,1.693
1477010459750000,RADAR,-16.703,-9.588,-4.869,-0.434,-16.699,-9.544,-4.927,-0.463,0.081,0.104,0.422,0.285,6.520
1477010459800000,LASER,-16.946,-9.607,-4.874,-0.316,-16.972,-9.525,-4.952,-0.280,0.081,0.104,0.422,0.285,1.619
1477010459850000,RADAR,-17.190,-9.620,-4.876,-0.196,-17.219,-9.572,-4.961,-0.235,0.080,0.104,0.421,0.284,6.683
1477010459900000,LASER,-17.434,-9.626,-4.876,-0.077,-17.476,-9.576,-4.970,-0.115,0.080,0.104,0.420,0.284,0.241
1477010459950000,RADAR,-17.678,-9.627,-4.872,0.044,-17.731,-9.570,-4.973,0.018,0.080,0.104,0.420,0.283,1.598
1477010460000000,LASER,-17.922,-9.622,-4.866,0.165,-17.984,-9.533,-4.970,0.184,0.080,0.104,0.419,0.283,0.706
1477010460050000,RADAR,-18.165,-9.611,-4.856,0.287,-18.231,-9.502,-4.957,0.339,0.080,0.104,0.419,0.283,1.060
1477010460100000,LASER,-18.407,-9.593,-4.844,0.408,-18.453,-9.519,-4.938,0.387,0.080,0.103,0.418,0.282,2.107
1477010460150000,RADAR,-18.649,-9.570,-4.829,0.531,-18.692,-9.500,-4.926,0.486,0.080,0.103,0.418,0.282,1.863
1477010460200000,LASER,-18.890,-9.540,-4.810,0.653,-18.938,-9.483,-4.916,0.581,0.080,0.103,0.417,0.281,0.074
1477010460250000,RADAR,-19.130,-9.504,-4.789,0.775,-19.173,-9.440,-4.894,0.700,0.080,0.103,0.416,0.281,4.429
1477010460300000,LASER,-19.369,-9.463,-4.764,0.897,-19.412,-9.334,-4.855,0.919,0.080,0.103,0.416,0.281,3.778
1477010460350000,RADAR,-19.607,-9.415,-4.736,1.019,-19.650,-9.262,-4.817,1.082,0.080,0.103,0.415,0.280,1.506
1477010460400000,LASER,-19.843,-9.361,-4.705,1.141,-19.892,-9.149,-4.772,1.285,0.080,0.104,0.415,0.280,1.988
1477010460450000,RADAR,-20.078,-9.301,-4.671,1.262,-20.127,-9.054,-4.725,1.446,0.080,0.105,0.414,0.280,5.432
1477010460500000,LASER,-20.310,-9.234,-4.633,1.383,-20.335,-9.124,-4.723,1.341,0.080,0.105,0.414,0.279,14.542
1477010460550000,RADAR,-20.541,-9.162,-4.593,1.503,-20.574,-9.070,-4.701,1.421,0.079,0.105,0.413,0.279,1.403
1477010460600000,LASER,-20.770,-9.084,-4.549,1.623,-20.794,-8.979,-4.650,1.556,0.079,0.105,0.412,0.279,1.120
1477010460650000,RADAR,-20.996,-9.000,-4.502,1.742,-21.033,-8.895,-4.615,1.673,0.079,0.105,0.412,0.278,2.036
1477010460700000,LASER,-21.220,-8.910,-4.452,1.860,-21.239,-8.819,-4.560,1.767,0.079,0.105,0.411,0.278,2.427
1477010460750000,RADAR,-21.441,-8.814,-4.399,1.977,-21.471,-8.726,-4.517,1.883,0.079,0.105,0.411,0.277,1.573
1477010460800000,LASER,-21.660,-8.712,-4.342,2.092,-21.677,-8.682,-4.480,1.913,0.079,0.104,0.410,0.277,3.537
1477010460850000,RADAR,-21.875,-8.605,-4.283,2.207,-21.880,-8.536,-4.381,2.118,0.079,0.104,0.410,0.277,7.376
1477010460900000,LASER,-22.088,-8.491,-4.220,2.320,-22.087,-8.458,-4.334,2.182,0.079,0.104,0.409,0.277,1.287
1477010460950000,RADAR,-22.297,-8.373,-4.154,2.432,-22.297,-8.338,-4.275,2.292,0.079,0.104,0.409,0.276,1.871
1477010461000000,LASER,-22.504,-8.248,-4.086,2.543,-22.518,-8.250,-4.240,2.353,0.078,0.104,0.408,0.276,0.824
1477010461050000,RADAR,-22.706,-8.118,-4.014,2.651,-22.717,-8.120,-4.162,2.478,0.078,0.104,0.408,0.276,1.575
1477010461100000,LASER,-22.905,-7.983,-3.939,2.758,-22.925,-7.928,-4.068,2.666,0.078,0.104,0.407,0.276,3.815
1477010461150000,RADAR,-23.100,-7.842,-3.862,2.864,-23.120,-7.778,-3.966,2.813,0.078,0.104,0.407,0.275,4.342
1477010461200000,LASER,-23.291,-7.697,-3.781,2.967,-23.333,-7.623,-3.901,2.926,0.078,0.104,0.406,0.275,1.214
1477010461250000,RADAR,-23.478,-7.546,-3.698,3.068,-23.528,-7.478,-3.838,3.008,0.078,0.103,0.406,0.274,1.246
1477010461300000,LASER,-23.661,-7.390,-3.612,3.167,-23.699,-7.328,-3.746,3.104,0.078,0.103,0.405,0.274,1.295
1477010461350000,RADAR,-23.839,-7.229,-3.523,3.264,-23.886,-7.168,-3.668,3.199,0.078,0.103,0.405,0.274,0.715
1477010461400000,LASER,-24.013,-7.063,-3.432,3.359,-24.059,-7.052,-3.604,3.237,0.078,0.103,0.404,0.273,3.074
1477010461450000,RADAR,-24.182,-6.893,-3.338,3.451,-24.227,-6.870,-3.492,3.359,0.078,0.103,0.404,0.273,2.100
1477010461500000,LASER,-24.347,-6.718,-3.242,3.541,-24.376,-6.646,-3.350,3.513,0.078,0.103,0.403,0.273,3.230
1477010461550000,RADAR,-24.507,-6.539,-3.143,3.629,-24.544,-6.469,-3.244,3.613,0.078,0.103,0.403,0.272,3.619
1477010461600000,LASER,-24.661,-6.355,-3.042,3.713,-24.661,-6.303,-3.112,3.687,0.077,0.103,0.402,0.272,7.351
1477010461650000,RADAR,-24.811,-6.168,-2.938,3.796,-24.802,-6.107,-2.987,3.787,0.077,0.103,0.402,0.272,0.676
1477010461700000,LASER,-24.955,-5.976,-2.833,3.875,-24.972,-5.922,-2.912,3.857,0.077,0.103,0.401,0.271,1.523
1477010461750000,RADAR,-25.094,-5.780,-2.725,3.951,-25.102,-5.715,-2.783,3.950,0.077,0.102,0.401,0.271,2.087
1477010461800000,LASER,-25.228,-5.581,-2.616,4.025,-25.237,-5.536,-2.685,4.004,0.077,0.102,0.400,0.271,0.697
1477010461850000,RADAR,-25.356,-5.378,-2.504,4.096,-25.384,-5.346,-2.614,4.052,0.077,0.102,0.400,0.270,0.872
1477010461900000,LASER,-25.478,-5.171,-2.391,4.163,-25.518,-5.137,-2.511,4.123,0.077,0.102,0.399,0.270,0.201
1477010461950000,RADAR,-25.595,-4.962,-2.276,4.228,-25.648,-4.948,-2.442,4.156,0.077,0.102,0.399,0.270,6.840
1477010462000000,LASER,-25.706,-4.749,-2.160,4.289,-25.763,-4.762,-2.341,4.197,0.077,0.102,0.398,0.269,1.209
1477010462050000,RADAR,-25.811,-4.533,-2.041,4.348,-25.882,-4.554,-2.250,4.246,0.077,0.102,0.398,0.269,0.409
1477010462100000,LASER,-25.910,-4.314,-1.922,4.403,-25.984,-4.328,-2.126,4.314,0.077,0.102,0.398,0.269,0.258
1477010462150000,RADAR,-26.003,-4.092,-1.801,4.455,-26.096,-4.110,-1.994,4.382,0.077,0.101,0.397,0.268,10.305
1477010462200000,LASER,-26.090,-3.869,-1.679,4.503,-26.177,-3.856,-1.842,4.463,0.077,0.101,0.397,0.268,1.877
1477010462250000,RADAR,-26.171,-3.642,-1.556,4.549,-26.255,-3.624,-1.671,4.532,0.077,0.101,0.396,0.268,3.711
1477010462300000,LASER,-26.245,-3.414,-1.432,4.591,-26.286,-3.365,-1.467,4.603,0.077,0.101,0.396,0.267,5.118
1477010462350000,RADAR,-26.314,-3.183,-1.307,4.630,-26.337,-3.124,-1.284,4.658,0.077,0.101,0.395,0.267,1.206
1477010462400000,LASER,-26.376,-2.951,-1.182,4.665,-26.367,-2.883,-1.105,4.698,0.077,0.101,0.395,0.267,1.916
1477010462450000,RADAR,-26.432,-2.717,-1.055,4.697,-26.422,-2.653,-0.972,4.726,0.077,0.101,0.394,0.266,1.207
1477010462500000,LASER,-26.482,-2.481,-0.928,4.726,-26.503,-2.465,-0.905,4.718,0.076,0.101,0.394,0.266,5.492
1477010462550000,RADAR,-26.525,-2.245,-0.801,4.751,-26.554,-2.229,-0.790,4.740,0.076,0.101,0.393,0.266,0.611
1477010462600000,LASER,-26.562,-2.007,-0.673,4.773,-26.605,-2.018,-0.687,4.743,0.076,0.100,0.393,0.265,1.484
1477010462650000,RADAR,-26.592,-1.767,-0.546,4.791,-26.633,-1.778,-0.562,4.759,0.076,0.100,0.392,0.265,1.933
1477010462700000,LASER,-26.616,-1.528,-0.418,4.807,-26.630,-1.535,-0.390,4.773,0.076,0.100,0.392,0.265,1.382
1477010462750000,RADAR,-26.634,-1.287,-0.290,4.819,-26.630,-1.297,-0.213,4.782,0.076,0.100,0.391,0.264,2.050
1477010462800000,LASER,-26.645,-1.046,-0.162,4.827,-26.633,-1.068,-0.074,4.779,0.076,0.100,0.391,0.264,0.335
1477010462850000,RADAR,-26.650,-0.804,-0.034,4.832,-26.659,-0.837,0.024,4.778,0.076,0.100,0.390,0.264,4.939
1477010462900000,LASER,-26.648,-0.563,0.094,4.834,-26.666,-0.599,0.143,4.777,0.076,0.100,0.390,0.263,0.252
1477010462950000,RADAR,-26.641,-0.321,0.221,4.833,-26.654,-0.358,0.301,4.774,0.076,0.100,0.390,0.263,2.204
1477010463000000,LASER,-26.626,-0.080,0.347,4.829,-26.607,-0.095,0.483,4.772,0.076,0.100,0.389,0.263,2.456
1477010463050000,RADAR,-26.606,0.161,0.473,4.821,-26.587,0.143,0.621,4.758,0.075,0.099,0.389,0.262,1.726
1477010463100000,LASER,-26.579,0.402,0.598,4.810,-26.561,0.404,0.752,4.756,0.075,0.099,0.388,0.262,1.669
1477010463150000,RADAR,-26.546,0.642,0.723,4.797,-26.544,0.640,0.838,4.740,0.075,0.099,0.388,0.262,1.569
1477010463200000,LASER,-26.507,0.882,0.846,4.780,-26.532,0.898,0.928,4.740,0.075,0.099,0.387,0.261,3.354
1477010463250000,RADAR,-26.462,1.120,0.969,4.760,-26.491,1.142,1.015,4.723,0.075,0.099,0.387,0.261,7.902
1477010463300000,LASER,-26.410,1.357,1.091,4.737,-26.431,1.383,1.151,4.696,0.075,0.099,0.386,0.261,0.133
1477010463350000,RADAR,-26.353,1.594,1.211,4.712,-26.391,1.608,1.227,4.667,0.075,0.099,0.386,0.260,8.535
1477010463400000,LASER,-26.289,1.828,1.330,4.683,-26.331,1.835,1.343,4.631,0.075,0.099,0.386,0.260,0.130
1477010463450000,RADAR,-26.220,2.062,1.448,4.652,-26.265,2.065,1.457,4.595,0.075,0.098,0.385,0.260,0.156
1477010463500000,LASER,-26.144,2.293,1.565,4.619,-26.198,2.280,1.565,4.549,0.075,0.098,0.385,0.260,0.600
1477010463550000,RADAR,-26.063,2.523,1.680,4.582,-26.134,2.508,1.635,4.520,0.075,0.098,0.384,0.259,1.616
1477010463600000,LASER,-25.976,2.751,1.793,4.543,-26.052,2.743,1.747,4.485,0.075,0.098,0.384,0.259,0.219
1477010463650000,RADAR,-25.884,2.977,1.905,4.502,-25.962,2.965,1.879,4.433,0.075,0.098,0.383,0.259,2.202
1477010463700000,LASER,-25.786,3.201,2.016,4.458,-25.863,3.215,1.996,4.405,0.075,0.098,0.383,0.258,2.182
1477010463750000,RADAR,-25.683,3.423,2.125,4.412,-25.781,3.439,2.077,4.367,0.075,0.098,0.382,0.258,2.361
1477010463800000,LASER,-25.574,3.642,2.231,4.364,-25.673,3.653,2.189,4.310,0.075,0.098,0.382,0.258,0.019
1477010463850000,RADAR,-25.460,3.859,2.337,4.314,-25.559,3.863,2.301,4.248,0.075,0.098,0.381,0.258,0.958
1477010463900000,LASER,-25.340,4.074,2.440,4.261,-25.484,4.068,2.354,4.205,0.075,0.097,0.381,0.257,3.857
1477010463950000,RADAR,-25.216,4.285,2.541,4.207,-25.362,4.274,2.460,4.142,0.076,0.097,0.380,0.257,0.544
1477010464000000,LASER,-25.086,4.494,2.641,4.151,-25.207,4.483,2.600,4.066,0.076,0.097,0.380,0.257,1.870
1477010464050000,RADAR,-24.952,4.700,2.738,4.093,-25.056,4.679,2.706,3.994,0.076,0.097,0.380,0.256,8.947
1477010464100000,LASER,-24.813,4.903,2.834,4.033,-24.935,4.880,2.786,3.936,0.076,0.097,0.379,0.256,0.533
1477010464150000,RADAR,-24.669,5.103,2.927,3.971,-24.781,5.072,2.894,3.857,0.076,0.097,0.379,0.256,2.227
1477010464200000,LASER,-24.520,5.300,3.018,3.908,-24.617,5.273,3.008,3.783,0.076,0.097,0.378,0.256,0.974
1477010464250000,RADAR,-24.367,5.494,3.108,3.844,-24.450,5.451,3.136,3.681,0.076,0.097,0.378,0.255,0.826
1477010464300000,LASER,-24.210,5.684,3.195,3.778,-24.267,5.627,3.258,3.578,0.076,0.097,0.377,0.255,1.186
1477010464350000,RADAR,-24.048,5.871,3.280,3.711,-24.101,5.795,3.364,3.475,0.076,0.097,0.377,0.255,3.287
1477010464400000,LASER,-23.882,6.055,3.362,3.643,-23.928,5.963,3.458,3.380,0.076,0.097,0.377,0.255,0.028
1477010464450000,RADAR,-23.712,6.235,3.443,3.574,-23.776,6.147,3.483,3.346,0.076,0.097,0.376,0.255,4.632
